submarket,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,overlap_area_sqm,overlap_pct_of_bg,population,households,median_household_income,median_age,owner_occupied_units,occupied_housing_units,year
North Escambia,121130103031,12,113,010303,1,1341683.4291326173,0.013146690495180108,,,,,,,2018
Pace,121130103031,12,113,010303,1,7548456.1653225375,0.07396470342194299,,,,,,,2018
Santa Rosa County,121130103031,12,113,010303,1,92904289.40150346,0.9103369035613849,,,,,,,2018
Pace,121130107043,12,113,010704,3,7638312.115600753,0.9999999999999996,,,,,,,2018
Egland AFB,121130108273,12,113,010827,3,57134.46109303119,0.017228181541175655,,,,,,,2018
Pensacola Beaches,121130108273,12,113,010827,3,3221300.0226945207,0.9713426980471435,,,,,,,2018
Egland AFB,121130108201,12,113,010820,1,981994.9330307595,0.03452063510085268,,,,,,,2018
Pensacola Beaches,121130108201,12,113,010820,1,11797954.982818464,0.4147403262470863,,,,,,,2018
Pensacola Beaches,121130108231,12,113,010823,1,5215715.995088093,0.18051322329068156,,,,,,,2018
Egland AFB,121130108282,12,113,010828,2,5658222.339573485,0.7280013182595433,,,,,,,2018
Pensacola Beaches,121130108282,12,113,010828,2,2042514.7998664489,0.2627951638569735,,,,,,,2018
Egland AFB,121130108272,12,113,010827,2,4964976.656119503,0.9726394486832964,,,,,,,2018
Pensacola Beaches,121130108272,12,113,010827,2,73425.21882560685,0.01438400808389817,,,,,,,2018
Pensacola Beaches,121130108212,12,113,010821,2,4825640.669828687,0.9999999999999989,,,,,,,2018
Egland AFB,121130108281,12,113,010828,1,2013541.8524086983,0.9999999999999998,,,,,,,2018
Pensacola Beaches,121130108261,12,113,010826,1,4686319.439775222,1.0000000000000002,,,,,,,2018
Pensacola Beaches,121130108232,12,113,010823,2,6180476.92521149,0.9999999999999983,,,,,,,2018
Pensacola,120330035061,12,033,003506,1,1209293.1293210727,0.9999999999999998,1525.0,628.0,64900.0,36.8,395.0,628.0,2018
Pensacola,120330003001,12,033,000300,1,4560065.950894583,0.6787297287598224,1466.0,610.0,39615.0,41.4,324.0,610.0,2018
Pensacola,120330003002,12,033,000300,2,1030265.1760497966,1.0000000000000004,1292.0,542.0,40915.0,34.4,313.0,542.0,2018
Pensacola,120330001002,12,033,000100,2,467578.87273795373,1.0000000000000002,366.0,202.0,35357.0,40.5,97.0,202.0,2018
Pensacola,120330004002,12,033,000400,2,555860.8611448448,1.0,764.0,274.0,21786.0,25.2,68.0,274.0,2018
Cantonment,120330032032,12,033,003203,2,2585508.6071165255,0.9480311110738036,2767.0,1077.0,46589.0,53.9,980.0,1077.0,2018
Pensacola,120330032032,12,033,003203,2,107581.31595432435,0.03944695222217972,2767.0,1077.0,46589.0,53.9,980.0,1077.0,2018
Pensacola,120330032033,12,033,003203,3,2484934.4461180083,0.9999999999999998,1058.0,341.0,61445.0,49.2,341.0,341.0,2018
Pensacola,120330032041,12,033,003204,1,1773614.111317959,0.9999999999999994,1453.0,496.0,57167.0,33.2,407.0,496.0,2018
Pensacola,120330004001,12,033,000400,1,820026.515150866,0.9999999999999997,1039.0,444.0,22276.0,48.2,264.0,444.0,2018
Pensacola,120330031002,12,033,003100,2,758571.0967469249,0.9999999999999997,1410.0,542.0,43816.0,42.0,308.0,542.0,2018
Crestview,120910204002,12,091,020400,2,2128344.571562208,1.0000000000000004,3366.0,805.0,33707.0,28.0,463.0,805.0,2018
Jackson County,120390204003,12,039,020400,3,1641225.8936326376,0.32494362083733386,1142.0,506.0,38190.0,36.7,263.0,506.0,2018
Egland AFB,120910212005,12,091,021200,5,86818.53276104992,0.024291266571539943,1064.0,499.0,71202.0,58.0,404.0,499.0,2018
Fort Walton,120910212005,12,091,021200,5,3375520.12874981,0.9444488020862617,1064.0,499.0,71202.0,58.0,404.0,499.0,2018
Fort Walton,120910224002,12,091,022400,2,1079764.3120907466,0.9999999999999996,1095.0,456.0,71969.0,50.7,358.0,456.0,2018
Laurel Hill,120910202001,12,091,020200,1,174747207.82295847,0.7847881476789994,1995.0,799.0,46583.0,46.5,683.0,799.0,2018
Walton County,120910202001,12,091,020200,1,47575515.74821036,0.2136612157874247,1995.0,799.0,46583.0,46.5,683.0,799.0,2018
Egland AFB,120910212002,12,091,021200,2,22067824.81592956,0.7488260754129135,1074.0,86.0,75472.0,22.0,67.0,86.0,2018
Fort Walton,120910212002,12,091,021200,2,5386965.777906481,0.18279556211364928,1074.0,86.0,75472.0,22.0,67.0,86.0,2018
Crestview,120910205004,12,091,020500,4,1095325.1278120494,0.9999999999999996,887.0,373.0,25223.0,38.7,94.0,373.0,2018
Crestview,120910205005,12,091,020500,5,6509852.75364781,0.7011528032091744,4808.0,1634.0,72262.0,31.2,997.0,1634.0,2018
Okaloosa County,120910205005,12,091,020500,5,2759841.7943613995,0.29725262363976085,4808.0,1634.0,72262.0,31.2,997.0,1634.0,2018
Walton and Bay Beaches,120910233071,12,091,023307,1,896787.2182426032,1.0000000000000002,1932.0,819.0,57159.0,37.9,478.0,819.0,2018
Egland AFB,120910212003,12,091,021200,3,11469.486911949352,0.010933691252649692,1052.0,303.0,52786.0,28.3,185.0,303.0,2018
Fort Walton,120910212003,12,091,021200,3,890521.1583431697,0.8489205728228465,1052.0,303.0,52786.0,28.3,185.0,303.0,2018
Fort Walton,120910227001,12,091,022700,1,1429806.877637504,1.0000000000000002,1198.0,535.0,53194.0,49.7,444.0,535.0,2018
Crestview,120910204003,12,091,020400,3,6632408.01424615,0.9999999999999989,2760.0,1064.0,65051.0,48.5,860.0,1064.0,2018
Defuniak Springs,121319504002,12,131,950400,2,30845952.736832596,0.3561858316823386,965.0,356.0,42596.0,45.6,294.0,356.0,2018
Freeport,121319504002,12,131,950400,2,5132452.879148083,0.05926570052565967,965.0,356.0,42596.0,45.6,294.0,356.0,2018
Walton County,121319504002,12,131,950400,2,50180569.547926664,0.5794474254438943,965.0,356.0,42596.0,45.6,294.0,356.0,2018
Walton County,121319504003,12,131,950400,3,118584866.24358322,0.9582329693112217,904.0,327.0,34190.0,39.7,219.0,327.0,2018
Washington County,121319504003,12,131,950400,3,5132791.6132291285,0.04147586706635448,904.0,327.0,34190.0,39.7,219.0,327.0,2018
Jackson County,121339701042,12,133,970104,2,4229687.9344538115,0.1620473274657054,795.0,263.0,28828.0,29.9,188.0,263.0,2018
Marianna,121339701042,12,133,970104,2,282518.7814683679,0.010823827716199712,795.0,263.0,28828.0,29.9,188.0,263.0,2018
Washington County,121339701042,12,133,970104,2,21751790.218991328,0.8333521354779057,795.0,263.0,28828.0,29.9,188.0,263.0,2018
Holmes County,121339701031,12,133,970103,1,13614387.942518724,0.36938165204689516,1190.0,396.0,31587.0,32.0,244.0,396.0,2018
Jackson County,121339701031,12,133,970103,1,4062466.106227542,0.110221660205257,1190.0,396.0,31587.0,32.0,244.0,396.0,2018
Washington County,121339701031,12,133,970103,1,19125486.513094973,0.5189071909978679,1190.0,396.0,31587.0,32.0,244.0,396.0,2018
Washington County,121339701032,12,133,970103,2,1190901.0083438784,1.0,672.0,214.0,53056.0,30.4,123.0,214.0,2018
Walton County,121319504001,12,131,950400,1,103720989.4336919,0.9644981403931217,1203.0,497.0,41679.0,42.4,372.0,497.0,2018
Washington County,121319504001,12,131,950400,1,3630910.0324355443,0.03376371545758941,1203.0,497.0,41679.0,42.4,372.0,497.0,2018
Jackson County,120390204001,12,039,020400,1,8971657.120617418,0.14798344701453658,509.0,187.0,43068.0,45.3,187.0,187.0,2018
Washington County,121339701043,12,133,970104,3,1558172.683078512,1.0,806.0,283.0,42422.0,36.5,146.0,283.0,2018
Holmes County,120599601003,12,059,960100,3,107711787.20876269,1.000000000000002,1174.0,501.0,37470.0,51.8,364.0,501.0,2018
Holmes County,120599601001,12,059,960100,1,76581599.04559614,0.999067974511882,1477.0,528.0,45000.0,36.9,379.0,528.0,2018
Holmes County,120599601002,12,059,960100,2,78881784.16771062,1.0000000000000002,1336.0,455.0,40078.0,40.6,358.0,455.0,2018
Panama City,120050014031,12,005,001403,1,3173347.247193546,0.9999999999999997,1383.0,476.0,80417.0,34.1,401.0,476.0,2018
Panama City,120050014042,12,005,001404,2,12470598.617054278,1.0000000000000007,702.0,246.0,70789.0,37.0,195.0,246.0,2018
Panama City,120050023001,12,005,002300,1,1408284.4041500462,1.0,1980.0,792.0,43182.0,39.6,470.0,792.0,2018
Marianna,120632105002,12,063,210500,2,2199389.078041622,1.0000000000000002,1330.0,369.0,,27.5,160.0,369.0,2018
Panama City,120050013023,12,005,001302,3,2454346.5821057507,0.9999999999999998,1394.0,485.0,33938.0,45.3,306.0,485.0,2018
Pensacola,120330028011,12,033,002801,1,823506.6854455137,1.0000000000000004,861.0,343.0,36347.0,44.4,164.0,343.0,2018
Pensacola,120330029001,12,033,002900,1,1068430.6851674027,1.0000000000000002,1331.0,529.0,27361.0,30.9,169.0,529.0,2018
Cantonment,120330033011,12,033,003301,1,2019823.3801186793,0.5546513396369874,4391.0,1545.0,65571.0,41.4,1061.0,1545.0,2018
Pensacola,120330033011,12,033,003301,1,1600281.2065396213,0.4394434304206058,4391.0,1545.0,65571.0,41.4,1061.0,1545.0,2018
Pensacola,120330033051,12,033,003305,1,24162749.582810767,1.0000000000000004,2427.0,745.0,58922.0,44.3,533.0,745.0,2018
Cantonment,120330036031,12,033,003603,1,10853761.116017802,0.9560563440854323,4690.0,1676.0,89608.0,43.2,1594.0,1676.0,2018
Pensacola,120330036031,12,033,003603,1,495395.62916224904,0.04363705162017918,4690.0,1676.0,89608.0,43.2,1594.0,1676.0,2018
Cantonment,120330036033,12,033,003603,3,9305974.704469083,0.6717421797227578,1508.0,509.0,48688.0,37.9,445.0,509.0,2018
Central Baldwin,120330036033,12,033,003603,3,4260858.202824041,0.307565651911785,1508.0,509.0,48688.0,37.9,445.0,509.0,2018
Cantonment,120330036083,12,033,003608,3,9602006.68892824,1.0,3818.0,1247.0,69299.0,33.7,1067.0,1247.0,2018
Cantonment,120330036084,12,033,003608,4,7452574.416080361,0.8743307975760748,1748.0,607.0,59918.0,42.8,581.0,607.0,2018
Pace,120330036084,12,033,003608,4,497012.2745093361,0.058309131062041455,1748.0,607.0,59918.0,42.8,581.0,607.0,2018
Walton and Bay Beaches,120050027062,12,005,002706,2,9518305.602102898,0.9999999999999998,,,,,,,2018
Bay County Submarket 2,120050002041,12,005,000204,1,11943621.410971725,0.0835971597496236,,,,,,,2018
Panama City,120050002041,12,005,000204,1,76274808.65294589,0.5338713564693872,,,,,,,2018
Walton and Bay Beaches,120050002041,12,005,000204,1,13892836.235961024,0.09724032688495125,,,,,,,2018
Bay County Submarket 2,120050004022,12,005,000402,2,18234477.714056056,0.7465710745858466,,,,,,,2018
Panama City,120050004022,12,005,000402,2,6188883.244115835,0.2533903787375401,,,,,,,2018
Panama City,120050002013,12,005,000201,3,99878237.246407,0.2712621411970089,,,,,,,2018
Walton County,120050002013,12,005,000201,3,20328460.86839206,0.055210644224680784,,,,,,,2018
Walton and Bay Beaches,120050002013,12,005,000201,3,7573005.231585292,0.02056773999072432,,,,,,,2018
Washington County,120050002013,12,005,000201,3,42235951.74478196,0.11470982089439362,,,,,,,2018
Panama City,120050002042,12,005,000204,2,349841.74971363635,0.0023426067278197508,,,,,,,2018
Walton and Bay Beaches,120050002042,12,005,000204,2,140137025.56421897,0.9383841098785576,,,,,,,2018
Bay County Submarket 2,120050004021,12,005,000402,1,6334378.096356967,0.21041038068483134,,,,,,,2018
Panama City,120050004021,12,005,000402,1,23762934.231481943,0.7893384262474498,,,,,,,2018
Walton and Bay Beaches,120050027061,12,005,002706,1,3094954.36140246,0.999999999999999,,,,,,,2018
Panama City,120050014041,12,005,001404,1,764594.1930077336,0.9999999999999989,2410.0,850.0,107417.0,47.2,785.0,850.0,2018
Bay County Submarket 2,120050005003,12,005,000500,3,14774231.221030442,0.241724111761162,,,,,,,2018
Panama City,120050005003,12,005,000500,3,46328606.590087,0.7579914724212655,,,,,,,2018
Walton and Bay Beaches,120050027121,12,005,002712,1,2724869.4883576217,1.0,,,,,,,2018
Walton and Bay Beaches,120050027111,12,005,002711,1,1736119.487986086,1.0000000000000002,,,,,,,2018
Bay County Submarket 2,120050002031,12,005,000203,1,5101727.577898746,0.23983352028499652,,,,,,,2018
Panama City,120050002031,12,005,000203,1,16166428.981353236,0.7599879675724011,,,,,,,2018
Walton and Bay Beaches,120050027112,12,005,002711,2,3328388.4766746485,0.8618200200857538,,,,,,,2018
Bay County Submarket 2,120050003012,12,005,000301,2,54880516.7325565,0.8892153166631694,,,,,,,2018
Washington County,120050003012,12,005,000301,2,6833857.341250868,0.11072728504625072,,,,,,,2018
Walton and Bay Beaches,120050027071,12,005,002707,1,8247487.929626066,1.0000000000000004,,,,,,,2018
Walton and Bay Beaches,120050026092,12,005,002609,2,6626063.0852034865,1.0000000000000002,,,,,,,2018
Bay County Submarket 2,120050003022,12,005,000302,2,89518660.04837392,0.8354280830285956,,,,,,,2018
Panama City,120050003022,12,005,000302,2,9730020.6746279,0.09080489493073735,,,,,,,2018
Washington County,120050003022,12,005,000302,2,7877762.954444136,0.07351879932104163,,,,,,,2018
Pensacola,120330028021,12,033,002802,1,2666986.374797096,1.000000000000001,1886.0,831.0,45865.0,44.3,662.0,831.0,2018
Pensacola,120330029004,12,033,002900,4,906938.9455439721,0.9999999999999999,1156.0,377.0,40795.0,35.1,240.0,377.0,2018
Pensacola,120330027041,12,033,002704,1,10372165.779442748,0.9999999999999998,2487.0,991.0,39947.0,34.1,492.0,991.0,2018
Pensacola,120330027011,12,033,002701,1,15004235.02109094,1.0000000000000002,3108.0,1129.0,63281.0,34.2,786.0,1129.0,2018
Pensacola,120330027031,12,033,002703,1,1987545.4201194216,1.0000000000000002,1908.0,854.0,31689.0,34.9,390.0,854.0,2018
Pensacola,120330028012,12,033,002801,2,1896607.7865976803,1.0000000000000009,2040.0,769.0,48425.0,35.0,455.0,769.0,2018
Pensacola,120330029002,12,033,002900,2,787557.5927303606,0.9999999999999997,1039.0,467.0,28924.0,36.1,175.0,467.0,2018
Pensacola,120330029003,12,033,002900,3,749982.1019018225,0.9999999999999993,1111.0,403.0,37583.0,36.1,277.0,403.0,2018
Pensacola,120330026041,12,033,002604,1,30469191.790327214,1.0000000000000013,2505.0,894.0,79737.0,39.3,651.0,894.0,2018
Pensacola,120330024001,12,033,002400,1,14749123.527826572,0.6316614026137121,282.0,237.0,36118.0,24.9,0.0,237.0,2018
Pensacola,120330027032,12,033,002703,2,842681.0119700512,1.0,718.0,382.0,31667.0,45.4,174.0,382.0,2018
Cantonment,120330036092,12,033,003609,2,2803049.649105892,0.998175551556878,1517.0,706.0,42241.0,43.4,465.0,706.0,2018
Pensacola,120330036092,12,033,003609,2,2462.1652174472374,0.0008767854414328685,1517.0,706.0,42241.0,43.4,465.0,706.0,2018
Cantonment,120330036131,12,033,003613,1,31910565.171788543,0.9640012297214334,1438.0,527.0,73224.0,51.4,383.0,527.0,2018
Cantonment,120330036132,12,033,003613,2,34014153.712937415,0.9999999999999982,962.0,403.0,51860.0,53.7,329.0,403.0,2018
Cantonment,120330036032,12,033,003603,2,13788184.029440632,0.23336990757660614,2154.0,816.0,64602.0,45.4,729.0,816.0,2018
Central Baldwin,120330036032,12,033,003603,2,14154345.19821973,0.23956731529423336,2154.0,816.0,64602.0,45.4,729.0,816.0,2018
Pensacola,120330036032,12,033,003603,2,30355374.795149725,0.5137754903235593,2154.0,816.0,64602.0,45.4,729.0,816.0,2018
Cantonment,120330036141,12,033,003614,1,9639419.88272071,0.9823357726850915,656.0,309.0,,44.3,176.0,309.0,2018
Pace,120330036141,12,033,003614,1,91565.13624053769,0.009331236729411633,656.0,309.0,,44.3,176.0,309.0,2018
Cantonment,120330036142,12,033,003614,2,13966478.115404526,0.9999999999999996,2219.0,763.0,71635.0,43.4,414.0,763.0,2018
Cantonment,120330036143,12,033,003614,3,26894245.217651185,0.9819246270923605,1572.0,607.0,71358.0,38.0,544.0,607.0,2018
Pace,120330036143,12,033,003614,3,109070.75208490707,0.003982236969318793,1572.0,607.0,71358.0,38.0,544.0,607.0,2018
Cantonment,120330036101,12,033,003610,1,4755205.115684038,0.9999999999999998,2769.0,1126.0,97669.0,52.1,1003.0,1126.0,2018
Cantonment,120330036102,12,033,003610,2,2396422.458773908,1.0000000000000016,3500.0,1213.0,70344.0,39.9,991.0,1213.0,2018
Cantonment,120330036111,12,033,003611,1,3030055.956664705,1.0000000000000004,2738.0,1080.0,57318.0,56.2,815.0,1080.0,2018
Cantonment,120330036112,12,033,003611,2,5619627.06712171,1.0000000000000002,2581.0,969.0,74356.0,48.3,956.0,969.0,2018
Pensacola,120330035052,12,033,003505,2,1921998.4572018983,0.9999999999999997,3173.0,1344.0,36569.0,29.9,555.0,1344.0,2018
Cantonment,120330036122,12,033,003612,2,6604353.259892795,0.9999999999999997,1947.0,936.0,75067.0,47.8,766.0,936.0,2018
Central Baldwin,120330038001,12,033,003800,1,23227.9673826715,6.635912265407816e-05,1377.0,563.0,51366.0,50.1,437.0,563.0,2018
North Baldwin,120330038001,12,033,003800,1,567061.9258006869,0.0016200182851444005,1377.0,563.0,51366.0,50.1,437.0,563.0,2018
North Escambia,120330038001,12,033,003800,1,347929196.12251645,0.9939860780781521,1377.0,563.0,51366.0,50.1,437.0,563.0,2018
Cantonment,120330038002,12,033,003800,2,109965.97132817416,0.0011538635939621288,2838.0,1100.0,61000.0,44.6,925.0,1100.0,2018
Central Baldwin,120330038002,12,033,003800,2,945.1244803825332,9.917110870791472e-06,2838.0,1100.0,61000.0,44.6,925.0,1100.0,2018
North Escambia,120330038002,12,033,003800,2,94054604.42461744,0.9869069729416389,2838.0,1100.0,61000.0,44.6,925.0,1100.0,2018
North Escambia,120330039001,12,033,003900,1,159321517.59238473,0.9842041855529521,1518.0,548.0,57222.0,42.0,475.0,548.0,2018
Santa Rosa County,120330039001,12,033,003900,1,2448759.536430248,0.015127143034962869,1518.0,548.0,57222.0,42.0,475.0,548.0,2018
North Escambia,120330039002,12,033,003900,2,79386623.00164714,0.9804108300480022,1083.0,533.0,37981.0,56.6,377.0,533.0,2018
North Escambia,120330039003,12,033,003900,3,103086997.12842804,0.8540858231668279,342.0,174.0,32262.0,54.1,168.0,174.0,2018
Santa Rosa County,120330039003,12,033,003900,3,16885554.07264741,0.13989846199320524,342.0,174.0,32262.0,54.1,168.0,174.0,2018
Cantonment,120330039004,12,033,003900,4,26112136.22206958,0.5876948870178587,1111.0,451.0,66086.0,55.8,414.0,451.0,2018
North Escambia,120330039004,12,033,003900,4,14654728.831792723,0.32982782916851583,1111.0,451.0,66086.0,55.8,414.0,451.0,2018
Pace,120330039004,12,033,003900,4,193386.51893852052,0.004352469190256967,1111.0,451.0,66086.0,55.8,414.0,451.0,2018
Santa Rosa County,120330039004,12,033,003900,4,3203209.1582212583,0.07209328368715938,1111.0,451.0,66086.0,55.8,414.0,451.0,2018
Cantonment,120330036133,12,033,003613,3,3581587.8159104306,0.9999999999999999,1061.0,396.0,56304.0,33.2,348.0,396.0,2018
Cantonment,120330037001,12,033,003700,1,8970368.434172943,1.000000000000001,2108.0,621.0,74712.0,37.6,520.0,621.0,2018
Cantonment,120330037002,12,033,003700,2,5596758.97045401,1.0,1339.0,507.0,48583.0,38.1,486.0,507.0,2018
Cantonment,120330037003,12,033,003700,3,3165323.933924524,1.0000000000000004,842.0,345.0,32071.0,43.4,234.0,345.0,2018
Cantonment,120330036121,12,033,003612,1,9494381.716906816,0.999999999999998,3006.0,953.0,96563.0,42.4,870.0,953.0,2018
Cantonment,120330034002,12,033,003400,2,1639406.0537841583,0.8624005877665423,1046.0,386.0,22656.0,36.1,212.0,386.0,2018
Pensacola,120330034002,12,033,003400,2,219553.77355908242,0.11549506171864098,1046.0,386.0,22656.0,36.1,212.0,386.0,2018
Cantonment,120330036144,12,033,003614,4,15485176.65858512,1.0000000000000007,2032.0,524.0,,30.9,386.0,524.0,2018
Pensacola Beaches,120339900000,12,033,990000,0,4204556.071930829,0.004397825076722177,0.0,0.0,,,0.0,0.0,2018
Marianna,120632105004,12,063,210500,4,2501385.1341080293,0.9999999999999998,1554.0,720.0,36024.0,42.8,447.0,720.0,2018
Jackson County,120632110001,12,063,211000,1,112727202.96017179,0.9596648491236235,994.0,501.0,39712.0,59.0,394.0,501.0,2018
Marianna,120632110001,12,063,211000,1,4728380.188677466,0.04025346270650851,994.0,501.0,39712.0,59.0,394.0,501.0,2018
Jackson County,120632108001,12,063,210800,1,134844775.65244827,0.9439516713728655,603.0,256.0,42500.0,51.2,208.0,256.0,2018
Jackson County,120632110004,12,063,211000,4,40382508.35519744,0.9999999999999998,795.0,379.0,55339.0,40.4,331.0,379.0,2018
Jackson County,120632106001,12,063,210600,1,18234681.723899122,0.28977361123847384,606.0,326.0,25667.0,51.9,241.0,326.0,2018
Marianna,120632106001,12,063,210600,1,44661811.267862596,0.7097362340345997,606.0,326.0,25667.0,51.9,241.0,326.0,2018
Gulf County,120459602003,12,045,960200,3,1236757.1198773943,0.6415478966007818,1166.0,570.0,33857.0,34.5,368.0,570.0,2018
Gulf County,120459602002,12,045,960200,2,81115013.12691166,0.9971162601092145,732.0,264.0,58542.0,48.6,222.0,264.0,2018
Fort Walton,120910211022,12,091,021102,2,1307109.2210643825,1.0000000000000004,1995.0,755.0,85760.0,39.4,638.0,755.0,2018
Fort Walton,120910221001,12,091,022100,1,1280056.957142402,1.0000000000000002,2056.0,873.0,37679.0,36.5,444.0,873.0,2018
Fort Walton,120910223001,12,091,022300,1,2085573.2571850359,0.9999999999999996,1399.0,471.0,56528.0,38.8,279.0,471.0,2018
Fort Walton,120910223002,12,091,022300,2,1481882.5093002548,0.9999999999999993,1307.0,676.0,56532.0,47.3,343.0,676.0,2018
Fort Walton,120910224001,12,091,022400,1,3204087.8349943287,1.0000000000000009,1433.0,572.0,65750.0,41.2,395.0,572.0,2018
Fort Walton,120910224003,12,091,022400,3,553461.3358364644,1.0,843.0,386.0,64327.0,36.1,246.0,386.0,2018
Fort Walton,120910224004,12,091,022400,4,584791.1505145625,1.0,602.0,250.0,54271.0,53.3,218.0,250.0,2018
Fort Walton,120910225001,12,091,022500,1,1268380.6229946432,0.9999999999999994,785.0,355.0,108942.0,56.6,301.0,355.0,2018
Egland AFB,120910211011,12,091,021101,1,24182.812243522796,0.007666836085977961,1566.0,626.0,58500.0,39.2,464.0,626.0,2018
Fort Walton,120910211011,12,091,021101,1,3001515.8906629253,0.951590332482296,1566.0,626.0,58500.0,39.2,464.0,626.0,2018
Fort Walton,120910211012,12,091,021101,2,1469867.7722253697,0.9976066692301929,809.0,392.0,62386.0,49.1,192.0,392.0,2018
Fort Walton,120910211013,12,091,021101,3,1081660.9722914703,1.0000000000000004,1312.0,479.0,56771.0,36.3,255.0,479.0,2018
Fort Walton,120910211021,12,091,021102,1,3318979.5235108766,0.9996234097625303,1641.0,710.0,63148.0,43.3,557.0,710.0,2018
Fort Walton,120910211023,12,091,021102,3,1381390.166374522,1.0000000000000002,1405.0,608.0,40339.0,33.3,265.0,608.0,2018
Egland AFB,120910212001,12,091,021200,1,2175370.956385991,0.7964133629672069,2244.0,721.0,38163.0,28.5,269.0,721.0,2018
Fort Walton,120910212001,12,091,021200,1,171252.6637775473,0.06269639183872995,2244.0,721.0,38163.0,28.5,269.0,721.0,2018
Fort Walton,120910218021,12,091,021802,1,1163939.0283642095,0.9999999999999998,1597.0,744.0,36955.0,40.6,337.0,744.0,2018
Fort Walton,120910220012,12,091,022001,2,708821.6619670485,1.0000000000000002,2422.0,990.0,48833.0,30.5,280.0,990.0,2018
Fort Walton,120910220021,12,091,022002,1,1832404.362105442,0.9999999999999999,2302.0,1127.0,49276.0,49.5,609.0,1127.0,2018
Egland AFB,120910232002,12,091,023200,2,2906887.7950932714,0.12513565710571703,218.0,137.0,74598.0,62.9,81.0,137.0,2018
Fort Walton,120910232002,12,091,023200,2,10839519.354209412,0.46661944757162876,218.0,137.0,74598.0,62.9,81.0,137.0,2018
Walton and Bay Beaches,120910232002,12,091,023200,2,173571.41346667922,0.007471899299169231,218.0,137.0,74598.0,62.9,81.0,137.0,2018
Crestview,120910205002,12,091,020500,2,1958348.9405143529,1.0000000000000002,616.0,341.0,,37.1,188.0,341.0,2018
Crestview,120910205003,12,091,020500,3,880884.6112054582,0.9999999999999996,836.0,256.0,51250.0,26.9,182.0,256.0,2018
Egland AFB,120910209001,12,091,020900,1,3374.6015113396084,0.0015655480070468203,1409.0,534.0,57384.0,32.9,341.0,534.0,2018
Fort Walton,120910209001,12,091,020900,1,2087238.8410560032,0.9683136206943675,1409.0,534.0,57384.0,32.9,341.0,534.0,2018
Fort Walton,120910212004,12,091,021200,4,1242968.2542533036,0.9631391218180464,835.0,317.0,60893.0,50.1,219.0,317.0,2018
Fort Walton,120910216002,12,091,021600,2,1251372.6937006984,0.9999999999999994,938.0,372.0,75652.0,48.0,307.0,372.0,2018
Fort Walton,120910227003,12,091,022700,3,1608297.454169807,0.9999999999999997,1347.0,639.0,52679.0,40.7,261.0,639.0,2018
Walton and Bay Beaches,120910233041,12,091,023304,1,7723877.657656704,0.9832709781558858,3537.0,1656.0,90811.0,36.4,649.0,1656.0,2018
Walton and Bay Beaches,120919901000,12,091,990100,0,6651026.91202704,0.010536731474779926,0.0,0.0,,,0.0,0.0,2018
Walton and Bay Beaches,120050026041,12,005,002604,1,874788.146840715,1.0,949.0,389.0,38036.0,35.1,132.0,389.0,2018
Panama City,120050015011,12,005,001501,1,10014929.952114936,1.0,2513.0,1092.0,62311.0,40.4,664.0,1092.0,2018
Panama City,120050008041,12,005,000804,1,5430725.2586412635,1.0000000000000002,2116.0,872.0,61157.0,35.6,635.0,872.0,2018
Walton and Bay Beaches,120910233052,12,091,023305,2,2157296.949056782,1.0000000000000004,2033.0,745.0,78958.0,32.8,376.0,745.0,2018
Fort Walton,120910215022,12,091,021502,2,989726.3880278745,1.0,2149.0,742.0,58088.0,35.2,365.0,742.0,2018
Marianna,120632106004,12,063,210600,4,4155874.210605401,0.9999999999999997,787.0,438.0,15669.0,51.4,198.0,438.0,2018
Gulf County,120379702001,12,037,970200,1,24403577.19610047,0.026362113191231322,1415.0,571.0,41910.0,49.3,508.0,571.0,2018
Fort Walton,120910210011,12,091,021001,1,4126307.667564209,0.9345794287791664,2581.0,939.0,84226.0,37.0,791.0,939.0,2018
Pensacola Beaches,121130108133,12,113,010813,3,1209005.3032072645,1.000000000000001,1884.0,695.0,58155.0,37.0,472.0,695.0,2018
Holmes County,121339701033,12,133,970103,3,8612076.607940614,0.4117755569358436,1377.0,573.0,34335.0,44.4,395.0,573.0,2018
Washington County,121339701033,12,133,970103,3,12286068.588580443,0.5874428393902149,1377.0,573.0,34335.0,44.4,395.0,573.0,2018
Fort Walton,120910210022,12,091,021002,2,790798.4336667754,0.999999999999999,1274.0,581.0,78233.0,42.1,394.0,581.0,2018
Fort Walton,120910215013,12,091,021501,3,506938.2185711308,1.0000000000000002,761.0,364.0,56705.0,34.0,189.0,364.0,2018
Fort Walton,120910227002,12,091,022700,2,654968.6437131182,0.9999999999999998,1341.0,464.0,67654.0,36.9,332.0,464.0,2018
Egland AFB,120910232001,12,091,023200,1,15441465.851875136,0.810387482993104,912.0,437.0,74028.0,46.9,248.0,437.0,2018
Fort Walton,120910232001,12,091,023200,1,2927740.3014428583,0.15365148079226118,912.0,437.0,74028.0,46.9,248.0,437.0,2018
Marianna,121339701041,12,133,970104,1,22155105.644056957,0.5057014997652379,1302.0,483.0,47974.0,42.5,351.0,483.0,2018
Washington County,121339701041,12,133,970104,1,21757041.164955847,0.49661547655601446,1302.0,483.0,47974.0,42.5,351.0,483.0,2018
